,birth,death,gender,level1_main_occ,name,un_subregion,bigperiod_birth_graph_b,level2_main_occ,level2_second_occ,level3_main_occ,citizenship_1_b,area1_of_rattachment,un_region
163,1815.0,1883.0,Male,Leadership,GyÃ¶rgy_Festetics,Eastern Europe,4.Mid Modern Period 1751-1900AD,Politics,Administration/Law,politician,Hungary,Hungary,Europe
164,1800.0,1884.0,Male,Culture,LeÃ³_Festetics,Eastern Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,composer,Hungary,Hungary,Europe
165,1839.0,1923.0,Female,Leadership,Marie_Festetics,Eastern Europe,4.Mid Modern Period 1751-1900AD,Nobility,Family,countess,Hungary,Hungary,Europe
166,1882.0,1956.0,Male,Leadership,SÃ¡ndor_Festetics,Eastern Europe,4.Mid Modern Period 1751-1900AD,Politics,Nobility,politician,Hungary,Hungary,Europe
167,1927.0,2010.0,Male,Culture,Ian_Christie_(musician),Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,clarinet,United_Kingdom,United_Kingdom,Europe
168,,,Female,Culture,Susana_Kasakoff,South America,5.Contemporary period 1901-2020AD,Culture-core,Missing,pianist,Argentina,Argentina,America
169,1985.0,,Male,Sports/Games,Geoff_Kinrade,Northern America,5.Contemporary period 1901-2020AD,Sports/Games,Missing,hockey,Canada,Canada,America
170,1821.0,1884.0,Male,Culture,Frigyes_Feszl,Eastern Europe,4.Mid Modern Period 1751-1900AD,Culture-periphery,Missing,architect,Hungary,Hungary,Europe
171,1978.0,,Female,Culture,Heike_M._Goetze,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,theatre,Germany,Germany,Europe
172,1978.0,,Male,Sports/Games,Milan_Pacanda,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Czech_Republic,Czech_Republic,Europe
173,1975.0,,Male,Culture,BÃ©la_Fesztbaum,Eastern Europe,5.Contemporary period 1901-2020AD,Culture-core,Family,actor,Hungary,Hungary,Europe
174,1869.0,1948.0,Male,Leadership,Mahatma_Gandhi,South Asia incl. Indian Peninsula,4.Mid Modern Period 1751-1900AD,Politics,Culture-core,politician,India,Old_(before_year_1947_AD)_India,Asia
175,1900.0,1971.0,Male,Other,NÃ¡ndor_Fettich,Eastern Europe,4.Mid Modern Period 1751-1900AD,Worker/Business (small),Explorer/Inventor/Developer,jeweller,Hungary,Hungary,Europe
176,1896.0,1944.0,Female,Culture,Irmgard_von_Witzleben,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,artist,Germany,Old_(before_year_1990_AD)_Germany,Europe
177,,-22.0,Male,Discovery/Science,ElulumeÅ¡,,1.Ancient History Before 500AD,Academia,Nobility,archÃ¤ologisch,,Missing,
178,1980.0,,Male,Sports/Games,TamaÈ_Csicsaky,Eastern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,sport,Romania,Romania,Europe
179,1848.0,1930.0,Female,Culture,Olga_Fialka,Eastern Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Family,painter,Hungary,Hungary,Europe
180,1772.0,1855.0,Male,Culture,Salomo_Sachs,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-periphery,Culture-core,architect,Germany,Old_(before_year_1990_AD)_Germany,Europe
181,1890.0,1931.0,Male,Culture,Buddie_Petit,Northern America,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,music,US,US,America
182,1907.0,1940.0,Male,Culture,Sergei_Wladimirowitsch_Dikowski,Eastern Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,writer,Russia,Soviet_Union,Europe
183,1969.0,,Female,Culture,Sonia_Farke,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
184,1507.0,1567.0,Male,Leadership,Jiajing_Emperor,Eastern Asia,3.Early Modern Period 1501-1750AD,Nobility,Politics,emperor,China,Old_(before_year_1949_AD)_China,Asia
185,1952.0,,Male,Culture,Kurt_App,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,artist,Germany,Germany,Europe
186,1918.0,2002.0,Male,Culture,Buddy_Baker_(composer),Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,composer,US,US,America
187,1927.0,2005.0,Male,Culture,Buddy_Banks_(bassist),Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,music,Canada,Canada,America
188,1909.0,1991.0,Male,Culture,Buddy_Banks_(saxophonist),Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,bandleader,US,US,America
189,,,Male,Culture,Buddy_Boy_Hawkins,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,music,US,US,America
190,1930.0,2017.0,Male,Culture,Buddy_Bregman,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,film,US,US,America
191,,1427.0,Male,Leadership,Winold_Baggel,Western Europe,2.Post-Classical History 501-1500AD,Politics,Missing,politician,Germany,Old_(before_year_1990_AD)_Germany,Europe
192,1955.0,,Male,Culture,Buddy_Casino,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,pianist,Germany,Germany,Europe
193,1947.0,,Male,Leadership,Luis_Felipe_SÃ¡nchez_Aponte,South America,5.Contemporary period 1901-2020AD,Religious,Missing,priest,Colombia,Colombia,America
194,1933.0,2014.0,Male,Culture,Buddy_Catlett,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,music,US,US,America
195,1947.0,,Female,Culture,La_Lupa,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,singer,Switzerland,Switzerland,Europe
196,1946.0,2020.0,Male,Culture,Buddy_Cage,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,music,US,US,America
197,1929.0,1999.0,Male,Culture,Buddy_Clark,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,music,US,US,America
198,1865.0,1946.0,Male,Leadership,Felix_Oskar_HÃ¤nichen,Western Europe,4.Mid Modern Period 1751-1900AD,Corporate/Executive/Business (large),Politics,merchant,Germany,Old_(before_year_1990_AD)_Germany,Europe
199,1911.0,1998.0,Male,Leadership,Fiatau_Penitala_Teo,Oceania not Aus Nze,5.Contemporary period 1901-2020AD,Politics,Family,politician,Tuvalu,Tuvalu,Oceania
200,1654.0,1725.0,Male,Culture,Christoph_Weigel_the_Elder,Western Europe,3.Early Modern Period 1501-1750AD,Culture-periphery,Missing,editor,Germany,Old_(before_year_1990_AD)_Germany,Europe
201,1732.0,1795.0,Male,Discovery/Science,Johann_Ehrenwerth_Fichtel,Western Europe,3.Early Modern Period 1501-1750AD,Academia,Administration/Law,geologist,Austria,Old_(before_year_1955_AD)_Austria,Europe
202,1936.0,,Male,Culture,Buddy_Deppenschmidt,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,music,US,US,America
203,1926.0,2007.0,Male,Culture,Buddy_Childers,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,trumpet,US,US,America
204,1925.0,2015.0,Male,Culture,Buddy_Elias,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Switzerland,Switzerland,Europe
205,1980.0,,Male,Leadership,ÃdÃ¡m_Ficsor,Eastern Europe,5.Contemporary period 1901-2020AD,Politics,Military,politician,Hungary,Hungary,Europe
206,1975.0,,Male,Culture,Philipp_Stennert,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,film,Germany,Germany,Europe
207,1937.0,1997.0,Male,Sports/Games,Buddy_Edelen,Northern America,5.Contemporary period 1901-2020AD,Sports/Games,Missing,athletic,US,US,America
208,1931.0,,Male,Leadership,Domingo_Salvador_Castagna,South America,5.Contemporary period 1901-2020AD,Religious,Missing,priest,Argentina,Argentina,America
209,1937.0,2015.0,Male,Culture,Buddy_Emmons,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,music,US,US,America
210,1909.0,1976.0,Male,Culture,Buddy_Featherstonhaugh,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,clarinet,United_Kingdom,United_Kingdom,Europe
211,1946.0,,Male,Discovery/Science,Heinz_Dieter_Heidemann,South America,5.Contemporary period 1901-2020AD,Academia,Missing,academic,Brazil,Brazil,America
212,1957.0,,Male,Culture,Buddy_Giovinazzo,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,film,US,US,America
213,1926.0,2017.0,Male,Culture,Buddy_Greco,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,singer,US,US,America
214,,2005.0,Male,Culture,Buddy_Harper,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,producer,US,US,America
215,1944.0,,Male,Leadership,Mathews_Kunnepurayidom_Francis,South Asia incl. Indian Peninsula,5.Contemporary period 1901-2020AD,Religious,Missing,priest,India,India,Asia
216,1919.0,2010.0,Male,Culture,Buddy_Hughes,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,music,US,US,America
217,1933.0,,Male,Sports/Games,Buddy_Horne,Northern America,5.Contemporary period 1901-2020AD,Sports/Games,Missing,hockey,Canada,Canada,America
218,1908.0,2003.0,Male,Culture,Buddy_Ebsen,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,singer,US,US,America
219,1924.0,2000.0,Male,Culture,Buddy_Jones,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,music,US,US,America
220,1937.0,,Male,Sports/Games,Willy_Meyer,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Other,football,Germany,Old_(before_year_1990_AD)_Germany,Europe
221,1916.0,2006.0,Male,Culture,Kurt_Kreuger,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
222,1934.0,,Male,Leadership,Buddy_Leach,Northern America,5.Contemporary period 1901-2020AD,Politics,Administration/Law,politician,US,US,America
223,1917.0,2002.0,Male,Culture,Buddy_Lester,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Culture-periphery,comedian,US,US,America
224,1956.0,,Male,Culture,Hinrich_Franck,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,pianist,Germany,Germany,Europe
225,1964.0,,Male,Sports/Games,Buddy_McGirt,Northern America,5.Contemporary period 1901-2020AD,Sports/Games,Missing,boxer,US,US,America
226,1912.0,2015.0,Male,Culture,Buddy_Moreno,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Culture-periphery,music,US,US,America
227,1900.0,1974.0,Male,Leadership,"Leopold_Eckhart_(Politiker,_1900)",Western Europe,4.Mid Modern Period 1751-1900AD,Politics,Worker/Business (small),politician,Austria,Austria,Europe
228,1933.0,1999.0,Male,Culture,Buddy_Knox,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,music,US,US,America
229,1984.0,,Male,Culture,Buddy_OgÃ¼n,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
230,1886.0,1945.0,Male,Leadership,Hans_Leopold,Western Europe,4.Mid Modern Period 1751-1900AD,Administration/Law,Missing,judge,Germany,Old_(before_year_1990_AD)_Germany,Europe
231,1889.0,1968.0,Male,Leadership,Heinrich_BÃ¶se_(Lehrer),Western Europe,4.Mid Modern Period 1751-1900AD,Politics,Academia,politician,Germany,Old_(before_year_1990_AD)_Germany,Europe
232,1940.0,,Male,Culture,Ivan_Angeli,Southern Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,film,Italy,Italy,Europe
233,1947.0,,Male,Discovery/Science,Buddy_Ratner,Northern America,5.Contemporary period 1901-2020AD,Academia,Explorer/Inventor/Developer,biochemist,US,US,America
234,1913.0,1982.0,Male,Sports/Games,Buddy_Parker,Northern America,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,US,US,America
235,1791.0,1839.0,Male,Discovery/Science,Ernst_Albert_Fritze,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Missing,zoologist,Germany,Old_(before_year_1990_AD)_Germany,Europe
236,1937.0,,Male,Discovery/Science,Dietrich_Lohrmann,Western Europe,5.Contemporary period 1901-2020AD,Academia,Missing,medievalist,Germany,Old_(before_year_1990_AD)_Germany,Europe
237,1919.0,2010.0,Male,Culture,Buddy_Morrow,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,bandleader,US,US,America
238,1941.0,2004.0,Male,Discovery/Science,LÃ¡szlÃ³_Filep,Eastern Europe,5.Contemporary period 1901-2020AD,Academia,Politics,mathematician,Hungary,Hungary,Europe
239,1967.0,,Male,Culture,Florian_Fitz,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Germany,Europe
240,1945.0,2012.0,Male,Sports/Games,Buddy_Roberts,Northern America,5.Contemporary period 1901-2020AD,Sports/Games,Missing,wrestler,US,US,America
241,1974.0,,Male,Culture,Dan_Zimmerman,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,film,US,US,America
242,1906.0,2001.0,Male,Culture,Buddy_Starcher,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Culture-periphery,singer,US,US,America
243,1993.0,,Male,Sports/Games,Filip_PajoviÄ,Southern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Serbia,Serbia,Europe
244,1981.0,,Male,Sports/Games,Filip_LÄzÄreanu,Eastern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Romania,Romania,Europe
245,1911.0,1986.0,Male,Leadership,Eberhard_Hesse,Western Europe,5.Contemporary period 1901-2020AD,Politics,Military,politician,Germany,Old_(before_year_1990_AD)_Germany,Europe
246,1976.0,,Male,Sports/Games,Buddy_Rice,Northern America,5.Contemporary period 1901-2020AD,Sports/Games,Missing,driver,US,US,America
247,1943.0,,Male,Culture,Buddy_Richard,South America,5.Contemporary period 1901-2020AD,Culture-core,Missing,singer,Chile,Chile,America
248,1629.0,1684.0,Male,Culture,Andreas_Hofer_(composer),Western Europe,3.Early Modern Period 1501-1750AD,Culture-core,Missing,composer,Germany,Old_(before_year_1990_AD)_Germany,Europe
249,1329.0,1377.0,Male,Leadership,Meinhard_von_Neuhaus_(Bischof),,2.Post-Classical History 501-1500AD,Religious,Missing,bischof,,Missing,
250,1915.0,2015.0,Male,Leadership,Ettore_Tenchio,Western Europe,5.Contemporary period 1901-2020AD,Politics,Administration/Law,politician,Switzerland,Switzerland,Europe
251,1859.0,1923.0,Male,Leadership,Otto_BÃ¶ckel,Western Europe,4.Mid Modern Period 1751-1900AD,Politics,Missing,politician,Germany,Old_(before_year_1990_AD)_Germany,Europe
252,1929.0,,Male,Culture,Buddy_Van_Horn,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,US,US,America
253,,,Male,Leadership,Yitha'amar_Watar_II.,,1.Ancient History Before 500AD,Politics,Nobility,regierung,,Missing,
254,,,Female,Culture,Kim_You-Young,Eastern Asia,5.Contemporary period 1901-2020AD,Culture-core,Missing,violist,South_Korea,South_Korea,Asia
255,1875.0,1962.0,Male,Discovery/Science,Karl_Theophil_Fries,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Culture-core,chemist,Germany,Old_(before_year_1990_AD)_Germany,Europe
256,1855.0,1934.0,Male,Leadership,Fritz_KÃ¶ster,Western Europe,4.Mid Modern Period 1751-1900AD,Politics,Culture-core,anarchist,Germany,Old_(before_year_1990_AD)_Germany,Europe
257,1975.0,,Male,Sports/Games,Budi_Santoso,SouthEast Asia,5.Contemporary period 1901-2020AD,Sports/Games,Missing,badminton,Indonesia,Indonesia,Asia
258,1979.0,,Male,Sports/Games,TamÃ¡s_FilÃ³,Eastern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Hungary,Hungary,Europe
259,1938.0,,Male,Discovery/Science,Budislav_Vukas,Southern Europe,5.Contemporary period 1901-2020AD,Academia,Administration/Law,academic,Croatia,Old_(before_year_1991_AD)_Croatia,Europe
260,,1075.0,Male,Other,Budivoj,Eastern Europe,2.Post-Classical History 501-1500AD,Family,Nobility,son,Hungary,Old_(before_year_1000_AD)_Hungary,Europe
261,1985.0,,Male,Sports/Games,GÃ¡bor_Financsek,Eastern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,swimmer,Hungary,Hungary,Europe
262,1220.0,1272.0,Male,Leadership,Budiwoj_von_Krumau,,2.Post-Classical History 501-1500AD,Nobility,Family,noble,,Missing,
263,1906.0,1940.0,Male,Sports/Games,Hans_Bernhardt,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,sport,Germany,Old_(before_year_1990_AD)_Germany,Europe
264,1870.0,1949.0,Male,Leadership,Ferenc_Finkey,Eastern Europe,4.Mid Modern Period 1751-1900AD,Administration/Law,Missing,prosecutor,Hungary,Hungary,Europe
265,1947.0,,Male,Culture,Finn_Kalvik,Northern Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,singer,Norway,Norway,Europe
266,1994.0,,Female,Sports/Games,Petra_Olli,Northern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,wrestler,Finland,Finland,Europe
267,1892.0,1985.0,Female,Discovery/Science,Emmy_Klieneberger-Nobel,Western Europe,4.Mid Modern Period 1751-1900AD,Academia,Explorer/Inventor/Developer,biologist,Germany,Old_(before_year_1990_AD)_Germany,Europe
268,1870.0,1944.0,Female,Culture,Gertrud_Grunow,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,singer,Germany,Old_(before_year_1990_AD)_Germany,Europe
269,1881.0,1958.0,Male,Culture,Alexander_Finta,Northern America,4.Mid Modern Period 1751-1900AD,Culture-core,Academia,sculptor,US,US,America
270,1959.0,,Male,Sports/Games,Fiorenzo_Treossi,Southern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Corporate/Executive/Business (large),football,Italy,Italy,Europe
271,1962.0,,Male,Discovery/Science,Fiorenzo_Toso,Southern Europe,5.Contemporary period 1901-2020AD,Academia,Missing,linguist,Italy,Italy,Europe
272,1949.0,,Male,Leadership,MÃ¡tyÃ¡s_Firtl,Eastern Europe,5.Contemporary period 1901-2020AD,Politics,Explorer/Inventor/Developer,politician,Hungary,Hungary,Europe
273,1900.0,1976.0,Male,Culture,Buell_Kazee,Northern America,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,music,US,US,America
274,1754.0,1822.0,Male,Leadership,IstvÃ¡n_Fischer_de_Nagy,Eastern Europe,4.Mid Modern Period 1751-1900AD,Religious,Missing,priest,Hungary,Hungary,Europe
275,1902.0,1978.0,Male,Sports/Games,Lajos_Fischer,Eastern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Hungary,Hungary,Europe
276,1936.0,2018.0,Male,Culture,Buell_Neidlinger,Northern America,5.Contemporary period 1901-2020AD,Culture-core,Missing,music,US,US,America
277,1856.0,1942.0,Male,Leadership,Robert_Kosch,Western Europe,4.Mid Modern Period 1751-1900AD,Military,Missing,officer,Germany,Old_(before_year_1990_AD)_Germany,Europe
278,1998.0,,Female,Culture,Lilli_Schweiger,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Family,actor,Germany,Germany,Europe
279,1897.0,1980.0,Male,Other,Adelbert_MÃ¼hlschlegel,Western Europe,4.Mid Modern Period 1751-1900AD,Other,Politics,esperantist,Germany,Old_(before_year_1990_AD)_Germany,Europe
280,1987.0,,Male,Sports/Games,LÃ¡szlÃ³_Fitos,Eastern Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,football,Hungary,Hungary,Europe
281,1921.0,2011.0,Male,Discovery/Science,JenÅ_Fitz,Eastern Europe,5.Contemporary period 1901-2020AD,Academia,Worker/Business (small),archaeologist,Hungary,Hungary,Europe
282,1879.0,1954.0,Male,Culture,Heinrich_Lilienfein,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,writer,Germany,Old_(before_year_1990_AD)_Germany,Europe
283,1980.0,,Male,Culture,Tsubasa_Fukuchi,Eastern Asia,5.Contemporary period 1901-2020AD,Culture-core,Missing,manga,Japan,Japan,Asia
284,1956.0,,Male,Leadership,Buenaventura_Malayo_Famadico,SouthEast Asia,5.Contemporary period 1901-2020AD,Religious,Missing,priest,Philippines,Philippines,Asia
285,,907.0,Male,Leadership,KhÃºc_Thá»«a_Dá»¥,SouthEast Asia,2.Post-Classical History 501-1500AD,Politics,Missing,gouverneur,Vietnam,Old_(before_year_1945_AD)_Vietnam,Asia
286,1940.0,,Male,Leadership,GÃ¼nter_Deckert,Western Europe,5.Contemporary period 1901-2020AD,Politics,Missing,politician,Germany,Germany,Europe
287,,1723.0,Male,Missing,JÃ³zef_Potocki_(d._1723),Eastern Europe,3.Early Modern Period 1501-1750AD,Missing,Missing,,Poland,Old_(before_year_1025_AD)_Poland,Europe
288,1945.0,,Male,Discovery/Science,FranÃ§ois_Bourguignon,Western Europe,5.Contemporary period 1901-2020AD,Academia,Missing,economist,France,France,Europe
289,1919.0,2007.0,Male,Leadership,Ernst-Wilhelm_Reinert,Western Europe,5.Contemporary period 1901-2020AD,Military,Sports/Games,militar,Germany,Germany,Europe
290,1857.0,1915.0,Male,Discovery/Science,KÃ¡roly_FiÃ³k,Eastern Europe,4.Mid Modern Period 1751-1900AD,Academia,Worker/Business (small),orientalist,Hungary,Hungary,Europe
291,1549.0,1601.0,Male,Leadership,Ogawa_Suketada,Eastern Asia,3.Early Modern Period 1501-1750AD,Military,Nobility,samurai,Japan,Old_(before_year_1947_AD)_Japan,Asia
292,1843.0,1902.0,Male,Culture,Fyodor_Stravinsky,Eastern Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,opera,Russia,Old_(before_year_1990_AD)_Russia,Europe
293,1970.0,,Male,Sports/Games,Takashi_Saito,Eastern Asia,5.Contemporary period 1901-2020AD,Sports/Games,Missing,baseball,Japan,Japan,Asia
294,1923.0,2019.0,Male,Leadership,Äá»ng_SÄ©_NguyÃªn,SouthEast Asia,5.Contemporary period 1901-2020AD,Politics,Military,deputy,Vietnam,Vietnam,Asia
295,1890.0,1928.0,Male,Leadership,Flaminio_Avet,Southern Europe,4.Mid Modern Period 1751-1900AD,Military,Missing,world_war,Italy,Italy,Europe
296,1928.0,2007.0,Male,Leadership,Shu_Uemura,Eastern Asia,5.Contemporary period 1901-2020AD,Corporate/Executive/Business (large),Culture-core,entrepreneur,Japan,Japan,Asia
297,1970.0,,Male,Sports/Games,Buff_Bagwell,Northern America,5.Contemporary period 1901-2020AD,Sports/Games,Culture-core,wrestler,US,US,America
298,326.0,360.0,Female,Leadership,Helena_(wife_of_Julian),Southern Europe,1.Ancient History Before 500AD,Nobility,Family,empress,Roman_Empire,Roman_Empire,Europe
299,,361.0,Male,Leadership,Florentius_(consul_361),,1.Ancient History Before 500AD,Politics,Military,politician,,Missing,
300,350.0,,Male,Leadership,Flavius_Mallius_Theodorus,Southern Europe,1.Ancient History Before 500AD,Politics,Culture-core,consul,Roman_Empire,Roman_Empire,Europe
301,,,Male,Leadership,Charisius,Southern Europe,1.Ancient History Before 500AD,Politics,Academia,politician,Greece,Greece,Europe
302,1960.0,,Male,Culture,Arata_TendÅ,Eastern Asia,5.Contemporary period 1901-2020AD,Culture-core,Culture-periphery,novelist,Japan,Japan,Asia
303,1936.0,,Male,Leadership,Norbert_Buske,Western Europe,5.Contemporary period 1901-2020AD,Politics,Academia,politician,Germany,Old_(before_year_1990_AD)_Germany,Europe
304,1739.0,1805.0,Male,Leadership,Anton_Ferdinand_von_Rothkirch_und_Panthen,Western Europe,3.Early Modern Period 1501-1750AD,Religious,Missing,priest,Germany,Old_(before_year_1990_AD)_Germany,Europe
305,1904.0,1946.0,Male,Missing,Josef_Jarolin,Western Europe,5.Contemporary period 1901-2020AD,Missing,Missing,,Germany,Old_(before_year_1990_AD)_Germany,Europe
306,1579.0,1620.0,Male,Culture,Valentin_Thilo_der_Ãltere,Western Europe,3.Early Modern Period 1501-1750AD,Culture-core,Religious,poet,Germany,Old_(before_year_1990_AD)_Germany,Europe
307,1904.0,1945.0,Male,Culture,Maximilian_du_Prel,Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Culture-periphery,writer,Germany,Old_(before_year_1990_AD)_Germany,Europe
308,1921.0,2006.0,Male,Leadership,Jakob_Graf_zu_Eltz,Southern Europe,5.Contemporary period 1901-2020AD,Politics,Academia,politician,Croatia,Croatia,Europe
309,1125.0,1160.0,Female,Leadership,Mechtildis_of_Edelstetten,Western Europe,2.Post-Classical History 501-1500AD,Religious,Missing,nun,Germany,Old_(before_year_1990_AD)_Germany,Europe
310,1856.0,1947.0,Male,Other,JÃ¡nos_FliszÃ¡r,Western Europe,4.Mid Modern Period 1751-1900AD,Worker/Business (small),Academia,translator,Austria-Hungary,Austria-Hungary,Europe
311,1890.0,1959.0,Female,Culture,Marie_Luise_Droop,Western Europe,4.Mid Modern Period 1751-1900AD,Culture-core,Missing,screenwriter,Germany,Old_(before_year_1990_AD)_Germany,Europe
312,1884.0,1966.0,Male,Sports/Games,Josef_Waitzer,Western Europe,4.Mid Modern Period 1751-1900AD,Sports/Games,Politics,track_and_field,Germany,Old_(before_year_1990_AD)_Germany,Europe
313,1820.0,,Male,Discovery/Science,August_Schrader_(inventor),Western Europe,4.Mid Modern Period 1751-1900AD,Explorer/Inventor/Developer,Other,engineer,Germany,Old_(before_year_1990_AD)_Germany,Europe
314,1805.0,1887.0,Male,Discovery/Science,Florian_Aaron,Eastern Europe,4.Mid Modern Period 1751-1900AD,Academia,Culture-periphery,academic,Romania,Romania,Europe
315,1449.0,1519.0,Male,Discovery/Science,Magnus_Hundt,Western Europe,2.Post-Classical History 501-1500AD,Academia,Missing,philosopher,Germany,Old_(before_year_1990_AD)_Germany,Europe
316,1933.0,,Male,Discovery/Science,Peter_Kramer_(physicist),Western Europe,5.Contemporary period 1901-2020AD,Academia,Missing,physicist,Germany,Germany,Europe
317,1968.0,,Female,Culture,Florina_Ilis,Eastern Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,writer,Romania,Romania,Europe
318,1925.0,2005.0,Male,Discovery/Science,Otto_Friedrich_August_Meinardus,Western Europe,5.Contemporary period 1901-2020AD,Academia,Religious,archaeologist,Germany,Germany,Europe
319,1944.0,,Male,Discovery/Science,JÃ¼rgen_W._Falter,Western Europe,5.Contemporary period 1901-2020AD,Academia,Politics,political_scientist,Germany,Germany,Europe
320,1980.0,,Male,Sports/Games,Justus_Scharowsky,Western Europe,5.Contemporary period 1901-2020AD,Sports/Games,Missing,hockey,Germany,Germany,Europe
321,1949.0,,Male,Discovery/Science,Willi_A._Kalender,Western Europe,5.Contemporary period 1901-2020AD,Academia,Explorer/Inventor/Developer,physicist,Germany,Germany,Europe
322,1943.0,,Male,Leadership,Youssef_Aboul-Kheir,North Africa,5.Contemporary period 1901-2020AD,Religious,Missing,priest,Egypt,Egypt,Africa
323,1941.0,,Female,Culture,Kareen_Zebroff,Western Europe,5.Contemporary period 1901-2020AD,Culture-periphery,Culture-core,presenter,Germany,Germany,Europe
324,1945.0,,Male,Leadership,Hubert_Schulte_(Politiker),Western Europe,5.Contemporary period 1901-2020AD,Politics,Missing,politician,Germany,Germany,Europe
325,1827.0,1913.0,Male,Leadership,John_Foster_McCreight,Northern America,4.Mid Modern Period 1751-1900AD,Administration/Law,Politics,lawyer,Canada,Canada,America
326,1951.0,,Female,Leadership,Martina_Bunge,Western Europe,5.Contemporary period 1901-2020AD,Politics,Academia,politician,Germany,Germany,Europe
327,1873.0,1920.0,Male,Discovery/Science,FÃ©lix_SomlÃ³,Eastern Europe,4.Mid Modern Period 1751-1900AD,Academia,Administration/Law,scholar,Hungary,Hungary,Europe
328,1923.0,2012.0,Male,Discovery/Science,Wilhelm_Hennis,Western Europe,5.Contemporary period 1901-2020AD,Academia,Politics,political_scientist,Germany,Germany,Europe
329,1930.0,2016.0,Female,Culture,Susan_Cummings_(actress),Western Europe,5.Contemporary period 1901-2020AD,Culture-core,Missing,actor,Germany,Old_(before_year_1990_AD)_Germany,Europe
